Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Groups With Access Code,Level1_Chargers,Level2_Chargers,DC_Fast_Chargers,EV_Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Connector_Types,Country,Total_Chargers,Total_Chargers_in_State
ELEC,LADWP - Truesdale Center,11797 Truesdale St,Sun Valley,CA,91352,E,Private,0.0,57.0,2.0,Shell_Recharge,34.24831915,-118.3879714,9/14/2023,1517,2024-01-31 22:07:01 UTC,CHADEMO J1772 J1772COMBO,US,59.0,49387.0
ELEC,Los Angeles Convention Center,1201 S Figueroa St,Los Angeles,CA,90015,E,Public,0.0,7.0,0.0,Non-Networked,34.040539,-118.271387,1/10/2023,1523,2023-02-14 15:54:11 UTC,J1772,US,7.0,49387.0
ELEC,LADWP - John Ferraro Building,111 N Hope St,Los Angeles,CA,90012,E,Private,0.0,338.0,12.0,Non-Networked,34.059133,-118.248589,9/14/2023,1525,2024-01-31 22:07:01 UTC,CHADEMO J1772 J1772COMBO,US,350.0,49387.0
ELEC,LADWP - Haynes Power Plant,6801 E 2nd St,Long Beach,CA,90803,E,Private,0.0,19.0,1.0,Non-Networked,33.759802,-118.096665,1/9/2024,1531,2024-01-31 22:07:01 UTC,CHADEMO J1772 J1772COMBO,US,20.0,49387.0
ELEC,LADWP - Harbor Generating Station,161 N Island Ave,Wilmington,CA,90744,E,Private,0.0,10.0,0.0,Non-Networked,33.770508,-118.265628,1/9/2024,1552,2024-01-31 22:07:01 UTC,J1772,US,10.0,49387.0
ELEC,LADWP - Sylmar West,13201 Sepulveda Blvd,Sylmar,CA,91342,E,Private - Government only,0.0,2.0,0.0,Non-Networked,34.30309,-118.480505,1/9/2024,1556,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,LADWP - EV Service Center,1630 N Main St,Los Angeles,CA,90012,E,Private,0.0,46.0,1.0,Non-Networked,34.066801,-118.227605,1/9/2024,1572,2024-01-31 22:07:01 UTC,CHADEMO J1772,US,47.0,49387.0
ELEC,LADWP - Fairfax Center,2311 S Fairfax Ave,Los Angeles,CA,90016,E,Private,0.0,13.0,0.0,Non-Networked,34.036777,-118.368841,1/9/2024,1573,2024-01-31 22:07:01 UTC,J1772,US,13.0,49387.0
ELEC,California Air Resources Board,9530 Telstar Ave,El Monte,CA,91731,E,Public,0.0,3.0,0.0,Non-Networked,34.06872,-118.064,9/14/2022,1583,2023-02-14 15:54:11 UTC,J1772,US,3.0,49387.0
ELEC,LADWP - Palmetto Center,1212 Palmetto St,Los Angeles,CA,90013,E,Private,0.0,27.0,0.0,Non-Networked,34.039736,-118.236065,9/14/2023,1589,2024-01-31 22:07:01 UTC,J1772,US,27.0,49387.0
ELEC,Scripps Green Hospital,10666 N Torrey Pines Rd,La Jolla,CA,92037,E,Public,0.0,1.0,0.0,Non-Networked,32.89947,-117.243,1/10/2023,6355,2023-02-14 15:54:11 UTC,J1772,US,1.0,49387.0
ELEC,Galleria at Tyler,1299 Galleria at Tyler,Riverside,CA,92503,E,Public,0.0,4.0,0.0,Non-Networked,33.909914,-117.459053,9/14/2023,6425,2024-01-31 22:07:01 UTC,J1772,US,4.0,49387.0
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,Pasadena,CA,91103,E,Public,0.0,16.0,0.0,Non-Networked,34.14762,-118.147111,10/12/2023,6505,2024-01-31 22:07:01 UTC,J1772,US,16.0,49387.0
ELEC,City of Pasadena - De Lacey Garage,45 De Lacey Ave,Pasadena,CA,91105,E,Public,0.0,2.0,0.0,Non-Networked,34.145138,-118.152655,1/10/2023,6506,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,City of Pasadena - Schoolhouse Garage,33 E Green St,Pasadena,CA,91105,E,Public,0.0,3.0,0.0,Non-Networked,34.145119,-118.150133,1/10/2023,6507,2023-02-14 15:54:11 UTC,J1772,US,3.0,49387.0
ELEC,Bristol Farms,606 Fair Oaks Ave,South Pasadena,CA,91030,E,Public,0.0,0.0,0.0,Non-Networked,34.118433,-118.149597,5/3/2023,6509,2024-01-31 22:07:01 UTC,,US,0.0,49387.0
ELEC,Hyatt Regency Long Beach,200 S Pine Ave,Long Beach,CA,90802,E,Public,0.0,1.0,0.0,Non-Networked,33.7637,-118.192,1/10/2023,7172,2023-02-14 15:54:11 UTC,J1772,US,1.0,49387.0
ELEC,Los Angeles International Airport (LAX) - Lot 6,1 World Way,Los Angeles,CA,90045,E,Public,0.0,20.0,0.0,Non-Networked,33.94325,-118.403342,8/10/2022,7184,2023-02-14 15:54:11 UTC,J1772,US,20.0,49387.0
ELEC,Northridge Fashion Center East Garage Lower Level,9301 Tampa Ave,Northridge,CA,91324,E,Public,0.0,5.0,0.0,Volta,34.2387162,-118.554686,2/8/2024,7192,2024-02-08 01:56:31 UTC,J1772,US,5.0,49387.0
ELEC,Ontario Airport Hotel and Conference Center,700 N Haven Ave,Ontario,CA,91764,E,Public,0.0,1.0,0.0,Non-Networked,34.07122,-117.575,5/3/2023,7194,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Courtyard Marriott - Oxnard Ventura,600 E Esplanade Dr,Oxnard,CA,93030,E,Public,0.0,1.0,0.0,Non-Networked,34.228315,-119.170865,5/3/2023,7195,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Hilton - Palm Springs,400 E Tahquitz Canyon Way,Palm Springs,CA,92262,E,Public,0.0,2.0,0.0,Non-Networked,33.824004,-116.543589,1/10/2023,7196,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,Inland Empire Foods,5425 Wilson St,Riverside,CA,92509,E,Public,0.0,3.0,0.0,Non-Networked,34.0189,-117.38,5/3/2023,7206,2024-01-31 22:07:01 UTC,J1772,US,3.0,49387.0
ELEC,Sacramento International Airport - Daily A Lot,Lindbergh Dr,Sacramento,CA,95837,E,Public,0.0,4.0,0.0,Non-Networked,38.69005,-121.58889,10/12/2023,7212,2024-01-31 22:07:01 UTC,J1772,US,4.0,49387.0
ELEC,City of Santa Monica - Airport,3223 Donald Douglas Loop,Santa Monica,CA,90405,E,Public,0.0,2.0,0.0,Non-Networked,34.017081,-118.44704,1/10/2023,7229,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,City of Santa Monica - Pier,200 Santa Monica Pier,Santa Monica,CA,90405,E,Public,0.0,3.0,0.0,Non-Networked,34.010021,-118.49583,1/10/2023,7230,2023-02-14 15:54:11 UTC,J1772,US,3.0,49387.0
ELEC,Westfield Parking Garage 1st Floor,14006 Riverside Dr,Sherman Oaks,CA,91423,E,Public,0.0,2.0,0.0,Volta,34.1564065,-118.4389655,2/8/2024,7233,2024-02-08 01:56:53 UTC,J1772,US,2.0,49387.0
ELEC,Office Max - Home Depot,7075 Firestone Blvd,Downey,CA,90241,E,Public,0.0,4.0,0.0,Non-Networked,33.94756,-118.153806,1/10/2022,7250,2022-02-10 19:42:29 UTC,J1772,US,4.0,49387.0
ELEC,Hyatt at Fisherman's Wharf,555 N Point St,San Francisco,CA,94133,E,Public,0.0,1.0,0.0,Non-Networked,37.80619,-122.4152,5/3/2023,7280,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Arden Fair Mall,1689 Arden Way,Sacramento,CA,95815,E,Public,0.0,4.0,0.0,Non-Networked,38.599693,-121.427045,1/10/2023,7286,2023-02-14 15:54:11 UTC,J1772,US,4.0,49387.0
ELEC,Japan Center Garage,1610 Geary Blvd,San Francisco,CA,94115,E,Public - Credit card at all times,0.0,0.0,0.0,Non-Networked,37.784912,-122.430237,9/14/2022,21351,2023-02-14 15:54:11 UTC,,US,0.0,49387.0
ELEC,Palace Hotel,2 New Montgomery St,San Francisco,CA,94105,E,Public,0.0,2.0,0.0,Non-Networked,37.78881,-122.401,5/3/2023,21358,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,Mark Hopkins InterContinental Hotel,999 California St,San Francisco,CA,94108,E,Public,0.0,1.0,0.0,Non-Networked,37.791791,-122.411265,11/4/2021,21360,2023-07-16 17:53:40 UTC,J1772,US,1.0,49387.0
ELEC,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,E,Public,0.0,2.0,0.0,Non-Networked,34.248959,-118.523887,10/12/2023,21395,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,Los Angeles Harbor Department Headquarters,425 S Palos Verdes St,San Pedro,CA,90731,E,Public,0.0,4.0,0.0,Non-Networked,33.740758,-118.28192,1/10/2022,21402,2022-02-10 19:42:29 UTC,J1772,US,4.0,49387.0
ELEC,Sylmar Station,Village Way Dr,San Fernando,CA,91342,E,Public,0.0,4.0,0.0,Ev Connect,34.293717,-118.449219,2/8/2024,21414,2024-02-08 01:53:08 UTC,J1772,US,4.0,49387.0
ELEC,Getty Center,1200 Getty Center Dr,Los Angeles,CA,90049,E,Public,12.0,15.0,0.0,Non-Networked,34.077588,-118.474585,1/10/2023,21419,2023-02-14 15:54:11 UTC,J1772 NEMA520,US,27.0,49387.0
ELEC,LA County DPR Arboretum,301 N Baldwin Ave,Arcadia,CA,91007,E,Public,0.0,3.0,0.0,Powerflex,34.145528,-118.050548,1/9/2024,21450,2024-01-31 22:07:01 UTC,J1772,US,3.0,49387.0
ELEC,City of Glendora - City Hall,114 S Vista Bonita Ave,Glendora,CA,91741,E,Public,0.0,3.0,0.0,Non-Networked,34.13556,-117.864,5/3/2023,21498,2024-01-31 22:07:01 UTC,J1772,US,3.0,49387.0
ELEC,DoubleTree Hotel - Los Angeles - Westside,6161 Centinela Ave,Culver City,CA,90230,E,Public,0.0,2.0,0.0,Non-Networked,33.9826,-118.3966,6/12/2023,21524,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,Helms Bakery Building,8800 Venice Blvd,Los Angeles,CA,90034,E,Public,0.0,6.0,0.0,Non-Networked,34.029971,-118.385231,6/12/2023,21525,2024-01-31 22:07:01 UTC,J1772,US,6.0,49387.0
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,0.0,6.0,0.0,Non-Networked,33.777054,-117.870566,8/10/2022,21535,2023-02-14 15:54:11 UTC,J1772,US,6.0,49387.0
ELEC,California State University - Channel Islands,1 University Dr,Camarillo,CA,93012,E,Public,0.0,5.0,0.0,Non-Networked,34.16657602,-119.0458547,6/12/2023,21559,2024-01-31 22:07:01 UTC,J1772,US,5.0,49387.0
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,0.0,4.0,0.0,Non-Networked,33.919899,-117.898618,7/11/2023,21561,2024-01-31 22:07:01 UTC,J1772,US,4.0,49387.0
ELEC,Home Depot,2745 Teller Rd,Newbury Park,CA,91320,E,Public,4.0,2.0,0.0,Non-Networked,34.192178,-118.934793,8/10/2023,21565,2024-01-31 22:07:01 UTC,J1772 NEMA515,US,6.0,49387.0
ELEC,San Dimas Park & Ride,205 S San Dimas Ave,San Dimas,CA,91773,E,Public,0.0,2.0,0.0,Non-Networked,34.105275,-117.809208,8/10/2023,21569,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,City of Pasadena - El Molino Lot,100 N El Molino Ave,Pasadena,CA,91101,E,Public,0.0,4.0,0.0,Non-Networked,34.147709,-118.136621,1/10/2023,21594,2023-02-14 15:54:11 UTC,J1772,US,4.0,49387.0
ELEC,Ventura County Government Center,800 S Victoria Ave,Ventura,CA,93009,E,Public,0.0,3.0,0.0,Non-Networked,34.267352,-119.2124,10/12/2023,21606,2024-01-31 22:07:01 UTC,J1772,US,3.0,49387.0
ELEC,Ventura County Air Pollution Control District,669 County Square Dr,Ventura,CA,93003,E,Public - Limited hours,0.0,3.0,0.0,Non-Networked,34.268756,-119.2154,9/14/2022,21607,2023-02-14 15:54:11 UTC,J1772,US,3.0,49387.0
ELEC,Pacific View Mall,3295 E Main St,Ventura,CA,93003,E,Public,0.0,2.0,0.0,Non-Networked,34.268,-119.2492,7/11/2023,21608,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,LADWP - Scattergood Generating Facility,12700 Vista del Mar,Playa Del Rey,CA,90293,E,Private,0.0,21.0,0.0,Non-Networked,33.917593,-118.425334,9/14/2023,21609,2024-01-31 22:07:01 UTC,J1772,US,21.0,49387.0
ELEC,LA County DPW Baldwin Park,14747 E Ramona Blvd,Baldwin Park,CA,91706,E,Private - Government only,0.0,3.0,0.0,Non-Networked,34.089085,-117.95463,1/9/2024,21612,2024-01-31 22:07:01 UTC,J1772,US,3.0,49387.0
ELEC,LA County DPW Imperial,5525 E Imperial Hwy,South Gate,CA,90280,E,Private - Government only,0.0,6.0,0.0,Non-Networked,33.930663,-118.175758,1/9/2024,21618,2024-01-31 22:07:01 UTC,J1772,US,6.0,49387.0
ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,Davis,CA,95616,E,Public,1.0,3.0,0.0,Non-Networked,38.539336,-121.732405,1/10/2023,21673,2023-02-14 15:54:11 UTC,J1772 NEMA520,US,4.0,49387.0
ELEC,San Luis Obispo County Air Pollution Control District,3433 Roberto Ct,San Luis Obispo,CA,93401,E,Private,1.0,1.0,0.0,Non-Networked,35.25939,-120.64492,1/10/2023,21713,2023-02-14 15:54:11 UTC,J1772 NEMA520,US,2.0,49387.0
ELEC,LADWP - Wilmington District Yard,315 N Island Ave,Wilmington,CA,90744,E,Private,0.0,8.0,0.0,Non-Networked,33.773005,-118.265821,1/9/2024,25171,2024-01-31 22:07:01 UTC,J1772,US,8.0,49387.0
ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,Fair Oaks,CA,95628,E,Public,0.0,2.0,0.0,Non-Networked,38.66292,-121.2634,8/10/2022,25491,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Sacramento,CA,95816,E,Public,1.0,2.0,0.0,Non-Networked,38.57277,-121.467902,10/12/2023,25494,2024-01-31 22:07:01 UTC,J1772 NEMA520,US,3.0,49387.0
ELEC,North Highlands Library,4235 Antelope Rd,Antelope,CA,95843,E,Public,0.0,1.0,0.0,Non-Networked,38.7042,-121.365,1/10/2023,25497,2023-02-14 15:54:11 UTC,J1772,US,1.0,49387.0
ELEC,Gateway Oaks Metro Center,2710 Gateway Oaks Dr,Sacramento,CA,95833,E,Private,0.0,1.0,0.0,Non-Networked,38.615468,-121.517263,5/3/2023,25500,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,University of California - Davis - Medical Center,4860 Y St,Sacramento,CA,95817,E,Public,0.0,2.0,0.0,Non-Networked,38.552483,-121.4487,10/12/2023,25501,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,City of Sacramento - Belle Cooledge Library,5600 S Land Park Dr,Sacramento,CA,95822,E,Public,0.0,2.0,0.0,Non-Networked,38.524403,-121.5112,1/10/2023,25502,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,Mosquito Road Park and Ride,Mosquito Rd & Clay St,Placerville,CA,95667,E,Public,0.0,2.0,0.0,Non-Networked,38.73323,-120.78962,5/3/2023,25507,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,Vacaville,CA,95687,E,Public,0.0,1.0,0.0,Non-Networked,38.356027,-121.9628,5/3/2023,25511,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Stars Recreation Center,155 Browns Valley Pkwy,Vacaville,CA,95688,E,Public,0.0,4.0,0.0,Non-Networked,38.36557,-121.967,5/3/2023,25514,2024-01-31 22:07:01 UTC,J1772,US,4.0,49387.0
ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,Vacaville,CA,95688,E,Public,0.0,2.0,0.0,Non-Networked,38.35172,-121.987,5/3/2023,25515,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,Vacaville,CA,95688,E,Public,0.0,2.0,0.0,Non-Networked,38.356907,-122.001886,5/3/2023,25516,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,KUIC Radio - Parking Lot,500 Catherine St,Vacaville,CA,95688,E,Public,0.0,1.0,0.0,Non-Networked,38.355867,-121.9862,5/3/2023,25517,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,City of Vacaville - City Hall,650 Merchant St,Vacaville,CA,95688,E,Public,0.0,7.0,0.0,Non-Networked,38.351758,-121.994475,5/3/2023,25518,2024-01-31 22:07:01 UTC,J1772,US,7.0,49387.0
ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,Citrus Heights,CA,95621,E,Public,0.0,4.0,0.0,Non-Networked,38.682605,-121.297614,8/10/2022,25519,2023-02-14 15:54:11 UTC,J1772,US,4.0,49387.0
ELEC,Pitt School Plaza,1440 Ary Ln,Dixon,CA,95620,E,Public,1.0,0.0,0.0,Non-Networked,38.457369,-121.842567,5/3/2023,25520,2024-01-31 22:07:01 UTC,NEMA520,US,1.0,49387.0
ELEC,El Dorado County Government Center,2850 Fairlane Ct,Placerville,CA,95667,E,Public,0.0,3.0,0.0,Non-Networked,38.72799,-120.828,1/9/2024,25522,2024-01-31 22:07:01 UTC,J1772,US,3.0,49387.0
ELEC,El Dorado Transit Park & Ride,4640 Post St,El Dorado Hills,CA,95762,E,Public,0.0,2.0,0.0,Non-Networked,38.6476,-121.067,1/9/2024,25523,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,Elk Grove Kia,8480 Laguna Grove Dr,Elk Grove,CA,95758,E,Private,0.0,1.0,0.0,Non-Networked,38.40553,-121.391,8/10/2022,25525,2023-02-15 22:45:41 UTC,J1772,US,1.0,49387.0
ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,Granite Bay,CA,95746,E,Public,0.0,1.0,0.0,Non-Networked,38.74453,-121.17,8/10/2023,25527,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Carmichael Library,5605 Marconi Ave,Carmichael,CA,95608,E,Public,0.0,1.0,0.0,Non-Networked,38.618066,-121.334337,8/10/2022,25610,2023-02-14 15:54:11 UTC,J1772,US,1.0,49387.0
ELEC,Burlington International Airport,1200 Airport Dr,South Burlington,VT,5403,E,Public,2.0,0.0,0.0,Non-Networked,44.469281,-73.154972,9/14/2023,27036,2024-01-31 22:07:01 UTC,NEMA520,US,2.0,954.0
ELEC,Rio Vista City Hall,1 Main St,Rio Vista,CA,94571,E,Public,0.0,1.0,0.0,Non-Networked,38.15485,-121.69,1/10/2022,27302,2022-02-10 19:42:29 UTC,J1772,US,1.0,49387.0
ELEC,Fairfield City Hall,1000 Webster St,Fairfield,CA,94533,E,Public,0.0,2.0,0.0,Non-Networked,38.25281,-122.044229,12/13/2022,27328,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,Solano Community College,4000 Suisun Valley Rd,Fairfield,CA,94534,E,Public,0.0,3.0,0.0,Non-Networked,38.23723,-122.123,5/3/2023,27329,2024-01-31 22:07:01 UTC,J1772,US,3.0,49387.0
ELEC,Vallejo Ferry Terminal,495 Mare Island Way,Vallejo,CA,94590,E,Public,0.0,0.0,0.0,Non-Networked,38.105062,-122.265895,5/3/2023,27335,2024-01-31 22:07:01 UTC,,US,0.0,49387.0
ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Los Angeles,CA,90045,E,Public,0.0,20.0,0.0,Non-Networked,33.944761,-118.399767,8/10/2022,28007,2023-02-14 15:54:11 UTC,J1772,US,20.0,49387.0
ELEC,City of Vacaville - Police Headquarters,660 Merchant St,Vacaville,CA,95688,E,Private - Government only,0.0,1.0,0.0,Non-Networked,38.35109,-121.993654,5/3/2023,29862,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Southern California Edison - Sacramento Office,1201 K St,Sacramento,CA,95831,E,Private,0.0,1.0,0.0,Non-Networked,38.578568,-121.491058,11/4/2021,32850,2023-02-15 22:45:41 UTC,J1772,US,1.0,49387.0
ELEC,LADWP - Boylston,1141 W 2nd St,Los Angeles,CA,90026,E,Private - Government only,0.0,17.0,0.0,Non-Networked,34.059047,-118.256812,9/14/2023,33177,2024-01-31 22:07:01 UTC,J1772,US,17.0,49387.0
ELEC,LADWP - Central District,1350 S Wall St,Los Angeles,CA,90015,E,Private,0.0,19.0,0.0,Non-Networked,34.033898,-118.256673,1/9/2024,33178,2024-01-31 22:07:01 UTC,J1772,US,19.0,49387.0
ELEC,LADWP - Lincoln Heights District,3101 Artesian St,Los Angeles,CA,90031,E,Private,0.0,79.0,0.0,Non-Networked,34.081998,-118.21713,9/14/2023,33179,2024-01-31 22:07:01 UTC,J1772,US,79.0,49387.0
ELEC,LADWP - Receiving Station C,900 E Lomita Blvd,Wilmington,CA,90744,E,Private - Government only,0.0,2.0,0.0,Non-Networked,33.799476,-118.257977,1/9/2024,33180,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,LADWP - Valley Center Admin Lot,14401 Saticoy St,Van Nuys,CA,91405,E,Private - Government only,0.0,95.0,2.0,Non-Networked,34.208708,-118.444358,9/14/2023,33182,2024-01-31 22:07:01 UTC,CHADEMO J1772 J1772COMBO,US,97.0,49387.0
ELEC,LADWP - Valley Generating Station,11801 Sheldon St,Sun Valley,CA,91352,E,Private,0.0,17.0,0.0,Non-Networked,34.241928,-118.390147,1/9/2024,33183,2024-01-31 22:07:01 UTC,J1772,US,17.0,49387.0
ELEC,City of Lacey - City Hall Parking,420 College St,Lacey,WA,98503,E,Public,0.0,4.0,0.0,Non-Networked,47.044011,-122.822404,1/10/2023,33351,2023-02-14 15:54:11 UTC,J1772,US,4.0,5842.0
ELEC,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Portland,OR,97214,E,Public,2.0,2.0,0.0,Non-Networked,45.508396,-122.664667,7/11/2023,33378,2024-01-31 22:07:01 UTC,J1772 NEMA515,US,4.0,3153.0
ELEC,City of Ukiah - Public Parking Lot,N Oak St & W Standley St,Ukiah,CA,95482,E,Public,0.0,1.0,0.0,Non-Networked,39.15,-123.2091,6/12/2023,33544,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Nut Tree Village,1651 E Monte Vista Ave,Vacaville,CA,95688,E,Public,1.0,1.0,0.0,Non-Networked,38.368755,-121.961192,5/3/2023,33545,2024-01-31 22:07:01 UTC,J1772 NEMA515,US,2.0,49387.0
ELEC,4th and G Plaza Public Parking Garage,817 4th St,Davis,CA,95616,E,Public,0.0,2.0,0.0,Non-Networked,38.54643,-121.7388,8/10/2022,33555,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,Davis Amtrak Station,840 2nd St,Davis,CA,95616,E,Public,0.0,2.0,0.0,Non-Networked,38.5443,-121.738,1/10/2023,33556,2023-02-14 15:54:11 UTC,J1772,US,2.0,49387.0
ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Davis,CA,95616,E,Public,3.0,7.0,0.0,Non-Networked,38.544538,-121.749713,1/10/2023,33557,2023-02-14 15:54:11 UTC,J1772 NEMA520,US,10.0,49387.0
ELEC,University Covenant Church,315 Mace Blvd,Davis,CA,95618,E,Public,0.0,1.0,0.0,Non-Networked,38.55755,-121.6947,1/10/2022,33558,2022-02-10 19:42:29 UTC,J1772,US,1.0,49387.0
ELEC,Wildhorse Golf Club,2323 Rockwell Dr,Davis,CA,95618,E,Public,0.0,2.0,0.0,Non-Networked,38.569412,-121.721373,5/3/2023,33559,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,Lakewood Center Mall,4500 Silva St,Lakewood,CA,90712,E,Public,0.0,2.0,0.0,Non-Networked,33.84788,-118.13889,5/3/2023,33564,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,Larkspur,CA,94939,E,Public,0.0,1.0,0.0,Non-Networked,37.94495,-122.5096,5/3/2023,33690,2024-01-31 22:07:01 UTC,J1772,US,1.0,49387.0
ELEC,Oakland International Airport - Daily Lot,1 Airport Dr,Oakland,CA,94621,E,Public,0.0,4.0,0.0,Non-Networked,37.7136,-122.2087,6/12/2023,33695,2024-01-31 22:07:01 UTC,J1772,US,4.0,49387.0
ELEC,Seattle-Tacoma International Airport - General Parking,17801 Pacific Hwy S,Seattle,WA,98188,E,Public,0.0,68.0,0.0,Non-Networked,47.443377,-122.296229,12/13/2023,33717,2024-01-31 22:07:01 UTC,J1772,US,68.0,5842.0
ELEC,Discovery Center of Idaho,131 W Myrtle St,Boise,ID,83702,E,Public,0.0,2.0,0.0,Non-Networked,43.608009,-116.197968,5/5/2022,34106,2023-02-14 15:54:11 UTC,J1772,US,2.0,503.0
ELEC,City of Keizer - City Hall,930 Chemawa Rd NE,Salem,OR,97303,E,Public,2.0,0.0,0.0,Non-Networked,44.99574,-123.019758,4/6/2023,34849,2024-01-31 22:07:01 UTC,NEMA520,US,2.0,3153.0
ELEC,Nike - LA Garage,1 Bowerman Dr,Beaverton,OR,97006,E,Private,0.0,6.0,0.0,Non-Networked,45.508795,-122.8249,1/10/2023,34859,2023-02-14 15:54:11 UTC,J1772,US,6.0,3153.0
ELEC,Fairfield Transportation Center,2000 Cadenasso Dr,Fairfield,CA,94533,E,Public,0.0,2.0,0.0,Non-Networked,38.2482,-122.0678,5/3/2023,35146,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,LINCOLN CITY TAFT DUAL 1,1226 SW 50th St,Lincoln City,OR,97367,E,Public,0.0,2.0,0.0,Chargepoint Network,44.928439,-124.015824,2/8/2024,35258,2024-02-08 00:29:08 UTC,J1772,US,2.0,3153.0
ELEC,New York Institute of Technology - Old Westbury Solar Carport Station,Valentines Ln & Northern Blvd,Old Westbury,NY,11568,E,Private,4.0,0.0,0.0,Non-Networked,40.814019,-73.608978,3/7/2022,35272,2023-02-15 22:45:41 UTC,NEMA520,US,4.0,11452.0
ELEC,OUC RELIABLE 01,100 W Anderson Street,Orlando,FL,32801,E,Public,0.0,2.0,0.0,Chargepoint Network,28.535975,-81.379663,2/8/2024,35284,2024-02-08 00:28:26 UTC,J1772,US,2.0,9671.0
ELEC,MGE WILLY ST E,1221 Williamson St,Madison,WI,53703,E,Public,0.0,2.0,0.0,Chargepoint Network,43.083979,-89.363091,2/8/2024,35290,2024-02-08 00:17:12 UTC,J1772,US,2.0,1423.0
ELEC,LBCC LBCC DUAL 2,Ellingson Rd SW,Albany,OR,97321,E,Public,0.0,2.0,0.0,Chargepoint Network,44.586123,-123.115389,2/8/2024,35480,2024-02-08 00:28:35 UTC,J1772,US,2.0,3153.0
ELEC,OEG,3200 NW Yeon Ave,Portland,OR,97210,E,Private,0.0,2.0,0.0,Non-Networked,45.545898,-122.707102,5/3/2023,35557,2024-01-31 22:07:01 UTC,J1772,US,2.0,3153.0
ELEC,Home Depot,1551 Froom Ranch Way,San Luis Obispo,CA,93405,E,Public,0.0,2.0,0.0,Non-Networked,35.249929,-120.689683,5/3/2023,35560,2024-01-31 22:07:01 UTC,J1772,US,2.0,49387.0
ELEC,San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,San Luis Obispo,CA,93401,E,Public,0.0,4.0,0.0,Non-Networked,35.25982,-120.676,1/10/2022,35561,2022-02-10 19:42:29 UTC,J1772,US,4.0,49387.0
